,network,id,contract,address,amount,createdAt,dao
53,mainnet,0x0626e296bd3148ccf39a882878338eecb152c4de7b6fb89ed902d88a18250346,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xd377b7a9e76fc735ad1a579254ac7dd35f8978dc,7616000000000000000,1555433990,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
54,mainnet,0x062c322d3bc07f47d438852456bb20dbf5d467c8d392bf94de38889908d7921f,0x7a927a93f221976aae26d5d077477307170f0b7c,0xb0e83c2d71a991017e0116d58c5765abc57384af,201207337633013091042,1571517368,0x519b70055af55a007110b4ff99b0ea33071c720a
55,mainnet,0x063ad0364794369af576f8f8eb7851e1341df096304264bc364495e3d77abf8e,0x7a927a93f221976aae26d5d077477307170f0b7c,0xe7c551e635307ab3ab109f16bbfcae6a892d9b4d,354730548585708344731,1568659597,0x519b70055af55a007110b4ff99b0ea33071c720a
56,mainnet,0x063dbb34ebb17e54e3fb2c3b2c8dc4e94faee6082289af7af2c7f5cc5290334b,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xec952ed8e7c2aa466cac36fd611d2e87df1243d7,6000000000000000000,1572543494,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
57,mainnet,0x06425e3c42721531d7dc259ec8278147dc008665faf7b2165e5bccb860f5b391,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xf5913759b449fae8900d61f7116d451d200c60f7,9517437812736000000,1580982977,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
58,mainnet,0x0659ea8c548d8077ed31678cca8fe67113ed00eb7ca1e9a674985622525de7ab,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x144c4e5027b69f7798b2b162d924bcae5c149f15,33840619090651747999,1560440777,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
59,mainnet,0x0674af4bcad05e83d8df4eb4e04d91583aa123fcef433097c8a3c824bd60b110,0x7a927a93f221976aae26d5d077477307170f0b7c,0x0f07d407ac41d6dbb2cf237b0704c0ab5b9b8754,14224256819193244722,1563787263,0x519b70055af55a007110b4ff99b0ea33071c720a
60,mainnet,0x06786cf45c102728cc17b6b09830de6105d50913bbf09c7ed45d35e3798b7191,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x50589344709e59885ac585a525c46a8979041177,25602965572928102278,1572445289,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
61,mainnet,0x06a62e75997a3ba613220b415fc48f5e011475f798984a837404685153145715,0x7a927a93f221976aae26d5d077477307170f0b7c,0x730fd267ef60b27615324b94bf0bc7ed15d52718,3670244867561163568771,1578854726,0x519b70055af55a007110b4ff99b0ea33071c720a
62,mainnet,0x06b55886caa35118ad60404ee1df5e107f040ca3ab726ddd18a73b92f6015a2c,0x7a927a93f221976aae26d5d077477307170f0b7c,0x84443f61efc60d10da9f9a2398980cd5748394bb,3287896456204611299327,1568747337,0x519b70055af55a007110b4ff99b0ea33071c720a
63,mainnet,0x06b7851b65de6a513f0e07469d83002bae2c057c66ea6f6c50634508fd068e89,0x9bcc45cba43cf699289fcc0f72e5095fa53bffee,0xfc898b18a70ce49579f8d79a32e29928c15b4bc8,72093490595523521204,1596800017,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7
64,mainnet,0x06ba003554cba68475be6a93491fbc88d498c830d7d0619920bb9be4d1741eae,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,43057556831517240370,1576700688,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
65,mainnet,0x06c7eb3b5239030946edaf6da7ec98ff4e8e97d41d7049df0718e923253bf358,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x6d1a4be65723355a9f5b12c446780a5000849461,9573197149599865674,1565110987,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
66,mainnet,0x06c919fc903717d86a344188c157a6fbe89bdc1c3801c2893e72a032922eae3b,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,45345891754495872416,1575724116,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
67,mainnet,0x06dcef558b9fe28f6e83ee06b8cc75a2931f2ec9a7687022cef05b488bf4ce91,0x7a927a93f221976aae26d5d077477307170f0b7c,0x3efd3391a0601eaa093647f911c653d77c11e3fd,6646015208825556244,1569936438,0x519b70055af55a007110b4ff99b0ea33071c720a
68,mainnet,0x06e85ad3925c78c435b14902d30be654c1ed640da0fbeaa2e9ea4fa4ba40f78e,0x7a927a93f221976aae26d5d077477307170f0b7c,0xb0e83c2d71a991017e0116d58c5765abc57384af,625698870832369459312,1599504897,0x519b70055af55a007110b4ff99b0ea33071c720a
69,mainnet,0x06f0019cdd38d1a5d014cb82a8a2445c9eaca3be2d76bf36544fde05389e5778,0x7a927a93f221976aae26d5d077477307170f0b7c,0x58fdd0fa08ccde333e1f17d232dd418258fc5150,28874679182649758831,1564184880,0x519b70055af55a007110b4ff99b0ea33071c720a
70,mainnet,0x06f6786ab338bf4b4f63a7d095f299f03aefcc994657f8d833354d078199f32f,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,18777270299458680202,1557960662,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
71,mainnet,0x0709782f953689f65ee4e58536e6a2cf5faf7ac2ea4347bd1c587150d8324b5e,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,11059200000000000000,1558885950,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
72,mainnet,0x0715c7ae474fa3ea7caab2a247781ffd78dd5de81507dc182763707b1334d574,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x346173fa66f95bfa53d4222c09321279365b8a85,6886272000000000000,1556371685,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
73,mainnet,0x0717a5b87c27a946d17794b9f6c3021a7200adf8596a48d10d2223aa4bf828bd,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x6d1a4be65723355a9f5b12c446780a5000849461,10105408094687107914,1570018998,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
74,mainnet,0x071fd6ac881b6a2a5d7fb568b74bea22007678773f879b5317dcb986cdb36aca,0xcc6d1b8f2f0a1d48fbd3adba991a0b0ef8a342a2,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,3050000000000000000,1573505665,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234
75,mainnet,0x072e76c058f4af50a87ea2891c63d4ff0ec49354945a91bd767d9b2832d3c8a5,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xd67dfceab6587e655322b804547b9b450b2f78ac,11852800000000000000,1571768471,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
76,mainnet,0x074e6a671430b5ba6aa46dc1ed39261469d137627af101894202c72b68842483,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,0x31bc17f8a002d8a5c232b8fcc6e0171135cce37d,480249000000000000,1561197736,0x6bee9b81e434f7afce72a43a4016719315069539
77,mainnet,0x07b85ab519c32b8caff03cbb3157b5db054d0d728169859389d4a0591285805c,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,13480589416925835692,1557779824,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
78,mainnet,0x07cb9242fba00319b14d230050f420d2395c44629ac0e371abf58e82de54726c,0x7a927a93f221976aae26d5d077477307170f0b7c,0xa493f3adf76560092088a61e9e314a08d0b1b2b8,15572582400000000000,1605745971,0x519b70055af55a007110b4ff99b0ea33071c720a
79,mainnet,0x07ee4c09e0a5aa584285a24fc9428ec53620036e8d39cfd785b17cbdc45186c4,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x7539a96097e5214da7336be510cddd415339949e,6535293440000000000,1556126406,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
80,mainnet,0x0831269a842e17bdc439df00032d32bae513cb4b84a108061c01fcd1c3e141b4,0xe2c2bbf97599c448aba4561006c8d5929ac08e13,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,61444212292968750000,1601324043,0x0b93ba560283350d4216f29dc57e15df38d0eace
81,mainnet,0x085de4cdf173094d1144add5f1ce9935cbef41145ac45b9b118f8a162dd6f1dd,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,18133844548874016582,1575568090,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
82,mainnet,0x089e905f5214c4c6db989593b8ad664dd69ad30027976170d137c777091543f7,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x50589344709e59885ac585a525c46a8979041177,15715133216650280874,1565365529,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
83,mainnet,0x08dc422d2e0dae5da0b90a1ad01d39b8fc3fa26f1858ab39d3452747382031ec,0x7a927a93f221976aae26d5d077477307170f0b7c,0x93d29542401c00f1431fd1c80b634697e5645c59,83964747285870745082,1568738233,0x519b70055af55a007110b4ff99b0ea33071c720a
84,mainnet,0x08e376f3ba798ddf9da243855b733779ee7296dc85f9a8df3043b4f0828375ad,0x7a927a93f221976aae26d5d077477307170f0b7c,0x730fd267ef60b27615324b94bf0bc7ed15d52718,2909734414612915339847,1589241020,0x519b70055af55a007110b4ff99b0ea33071c720a
85,mainnet,0x08e4911bdf5d719b7555d508a85b22800afefe2ab2b81c121d53a2a9bf031b2e,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xf5913759b449fae8900d61f7116d451d200c60f7,10327080960000000000,1579110716,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
86,mainnet,0x08e8249b8c6c675716aa0760515f2f5a6947f4bd60f3ca49acc5c63911f44434,0xcc6d1b8f2f0a1d48fbd3adba991a0b0ef8a342a2,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,4901898386156706000,1580772776,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234
87,mainnet,0x08f1b30544e96a208c45f35e564b10fa9bf8bf91037439754bcb61e0989e390d,0x7a927a93f221976aae26d5d077477307170f0b7c,0x7e72cfd9a36517435dc1ca7f9451eccbc973111e,903040000000000000000,1601471247,0x519b70055af55a007110b4ff99b0ea33071c720a
88,mainnet,0x091a4678c053ddacbae2a6e8465b5bc1a4bc891ea8387774ddd18c96f25a5553,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0xbaaea72417f4dc3e0f52a1783b0913d0f3516634,10444211221589091058,1575677912,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
89,mainnet,0x09235171bb50c01a816a0570ccbea714f42e27e2869f68446d4c0eb1c921d6ce,0x7a927a93f221976aae26d5d077477307170f0b7c,0xb0e83c2d71a991017e0116d58c5765abc57384af,171364597720088207305,1594898852,0x519b70055af55a007110b4ff99b0ea33071c720a
90,mainnet,0x0930f6dde7c9581b5381b1fc5ac536899b9c22df8005e6d885e49360a7f60fdf,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x50589344709e59885ac585a525c46a8979041177,962230000000000018190,1589714681,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
91,mainnet,0x094d75517b8fe815761816963dc028d48249add580ad2b96dd2f974a2c55bf06,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x50589344709e59885ac585a525c46a8979041177,13013677906555935035,1562278863,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
92,mainnet,0x094dd8ff2a408482e362366b3213f25fffd635c31751f58ea38ddd2ef6c48a8a,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,0x3e9976d5ba86a78d6e5c25bc2f309049676c0798,6000000000000000000,1561355550,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
