,network,id,createdAt,staker,outcome,amount,dao,proposal
1495,mainnet,0x7c7351c0fe606e829ccd883b8bcf0bc0c4f538a5220c6094b9bc5fbf08aecb50,1613515371,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,1450000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x7ced0f18c5dc476378746dbba6167653d42ecea1d50575345c860e7c0f220cc5
1496,mainnet,0x7cac67d6adc135f004020138b97cef6ad820baa319689babca9bda59f4ade8f5,1591211838,0xb435871b0959561226b4d903b1abf79528177e81,Pass,150000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x439d54386a46c13b828d896def2124f524c59129a6ac633990ee4e4fd55873df
1497,mainnet,0x7cd11dca1e65fd3692405fb66910e4ee85cb5e4737dce66025846dee9d9a73e2,1561207544,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,60000000000000000000,0x6bee9b81e434f7afce72a43a4016719315069539,0xd97cfb93b1309e5b0a5308e50c8efd4130d03da78aba853aaefb9ccad2873f36
1498,mainnet,0x7ce17d909a7f955b313d49b4a2741e679deec5205bc0aee824831f4340e82509,1653735888,0xc785365dcce43c6fcc3912f3c1bd4edaaa3986f8,Pass,150000000000000000000,0x273d0f686a53a49a0fba2a801566b19f9aaf8fcd,0x0b979a2205c76aa6358ff6e1f26eaa8d673a2e513d7c256650590b341ebc56ff
1499,mainnet,0x7ce5d59430c19bbb8b76e6df968f16c4ea39ae56330d098ff20a48660d55aac3,1604119680,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,1500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xeeeccb401dce0d5b3b3ab8292206caa23d7bc4cfc0e1e2bc1f4b3e3715831dae
1500,mainnet,0x7cf4587ea1148a7942ec540994405506ebbfc2537df0eb6406bdc20c7cc1bfbc,1578327202,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,200000000000000000000,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,0x17319184a8bcc9116e6d526838e91be004217d5c57c9b78773e07a9fea7b46b0
1501,mainnet,0x7cf8fb830e71e71b3f389504482ebdcd60fd07f4e2ce393984debd236223629a,1567420308,0x50589344709e59885ac585a525c46a8979041177,Fail,10000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0x56eb4635252a0c661c67602e7aa417cb64c4cf9018db500ab5ad12fdc06c6fbb
1502,mainnet,0x7d13b97f51baff1c14e0560a536d09582da4b56cfc907574976fd26eef5b0165,1568070899,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,200000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x71467c86199922db521bd35433231d41798d0cf57ba9215d5d387125e7087591
1503,mainnet,0x7d21c39ba33723aaa748766c384c90a196a13412abd09d273931ca6f98a47ecd,1677879251,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,750000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x4e9d3e1ddd1e626d63a6f96018f955a2defa57200b9148468f236697b442afaa
1504,mainnet,0x7d384fcc018d133c03642c5b5184a5339661b13e2f14277d766e052c88ce9009,1594378414,0x37341cbb14c5f128a70b149726ad8b2ce6f4c793,Pass,2100000000000000089,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x8726ea9fe8266851491055a3e4951b28799df3b68fea0c47da92ed75dfa3b3a9
1505,mainnet,0x7d387ef399b10dc0d7e5eb2a0f7b9d2308ba91ccafa9f371ab0f5b88f92221a3,1602879602,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,1500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x192cc63181b5f53dd883bc89cef36bbbcb0ad1ae47ea605c792e599a6686d5f3
1506,mainnet,0x7d5de3a6e798d132fadf1c039ac74b2c75a259e9745cbe6cdd44b661895bba4f,1669395671,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,1350000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x8732dc82201ca00e6baa63ef1e040b5abaafee6f1c27cfece1e2c4804db40222
1507,mainnet,0x7d67a558e0293fbc02fc51db9d9b2b29b586f143b3b521d251d17c45c8641c0e,1558892216,0x0f07d407ac41d6dbb2cf237b0704c0ab5b9b8754,Pass,100000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x57ea81fca756156375e25094e89a55859a6edc1b5a08f82459dfcfd0e15cdc79
1508,mainnet,0x7d73dad5cad8ba478e03e687588b65a060dd8cb14213d8d50338b55a488719ef,1593458390,0xb435871b0959561226b4d903b1abf79528177e81,Pass,500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x11934f3831906c55e3dc738bc5943022bfbefbe92ee2a9b64492a20f2c6bc7c4
1509,mainnet,0x7d75880ed80a4e3f7ad74d2475b01e28607cb054b8b81db1a6e0b9e44c85327d,1647263276,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,360000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x880d07de4907b66d72521faec4de98283b92e9beb093b8ff7cdcb6112363b334
1510,mainnet,0x7d7f472a112a25567d42ae11ec456b6a22a0973302fd3a43151966b1e62785f2,1582575189,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x02559a67dd8ec36310819f56ba63a5d14f9676dab63231033dbb9b86dfa46048
1511,mainnet,0x7d91b9f2f4f986d227d3df8c980cd7fc547bc9e0d3af687365d3d1cc533aef58,1603828734,0x26358e62c2eded350e311bfde51588b8383a9315,Pass,391370000000000004547,0x519b70055af55a007110b4ff99b0ea33071c720a,0xeeeccb401dce0d5b3b3ab8292206caa23d7bc4cfc0e1e2bc1f4b3e3715831dae
1512,mainnet,0x7d9e6a262510f721ae0e9e785b4bdd31b800b3bc381a3e83fd4d7bf7d06657e2,1581175056,0x0f07d407ac41d6dbb2cf237b0704c0ab5b9b8754,Pass,400000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x5dcd1c2b99882284f98a4d7d5f82cf30fb29cdb109da31ba28e36567ab38f60c
1513,mainnet,0x7dcbc5cc3b48725372f0962b2f351b59e9675eec321dcad66bd9f70608abb31a,1587421397,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,Pass,150000000000000000000,0xee7fa430a7e513d3df962ed0c0e285bc6f87fc24,0xb20f90c0d9ca1c94551a38812e559bc4657364a20ebf55b88a8e2f0638e89ce7
1514,mainnet,0x7dd5f30c234e7a287e168568f8336eaf9ea9afb1983ba771e68d3b8df4d9de71,1567365097,0x50589344709e59885ac585a525c46a8979041177,Pass,219000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0x3f2b57c32ca9c04b1f221cb107d82e3bcd6503e70f48341353d98db24993688f
1515,mainnet,0x7e05282d61fc04c413cb28d2f8a1a89232c424a58b13f4a1a1a5967e8fe325f1,1600699094,0xb33b9fba681653fe263b31a95766d83d18c2128d,Pass,400000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x7898fcd8fd09ea927b97f48833e6f21cedc7ebe65ac466d4c4b010361ce1d8dc
1516,mainnet,0x7e18f852ab270a02157c5efe04fa7aa45ad068f78625a238fc8ef34351369c56,1569940992,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,Pass,50000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x510b945aa11c67387a8aca461415ecc089610f0aafdf4ea515f3ade3f4dc0191
1517,mainnet,0x7e2a6486c807326d175acafee0862b8143611a8d14937234ca9998666cb22014,1572559373,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,1000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x819751107b2160c11dc75e1c2025cc1a4ad12b8db63f5ad39eb631964154e9f8
1518,mainnet,0x7e339d4f0ad9bcecb77cc38365ea24ea54e01482604f79f0802abe0f95dacb4c,1597868736,0xcaa9c1251dfdad81f4175edbd09ba9d9131aca77,Pass,151000000000000000000,0xee7fa430a7e513d3df962ed0c0e285bc6f87fc24,0xdd01b61fa96de3320b9cae617d8745e86c1e32e82d58c181e6b52a8763cddd4f
1519,mainnet,0x7e44412adf7cb80d2af56e07962edb6ba4702ba0f275335f820d69f7ea190514,1674861503,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,1001000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x4eefbab514c5d4ef02dbdf6391a9e43dcfc4a67218a5bb841431581833102eb4
1520,mainnet,0x7e7342896bf714e6c348c67fd3327e410251342e84fe2129d197cb9f806a4fd4,1572178859,0x00234af289964cc53cae46452ddac6253fc3ec3a,Pass,500000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x5a5845b11b96ac0ce88a15200a842f59354b0ab301895448fcb50de7ed2d42c8
1521,mainnet,0x7e7dc51341307791c632aee1129630f8309090a30f7e2390127162c4bcb12626,1669578839,0x34f1e87e890b5683ef7b011b16055113c7194c35,Pass,3000000000000000000000,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7,0x0c5a0fd9e38e0d3801e594a818f63ea1863a1124dcb76956edd7c7f9b29edac4
1522,mainnet,0x7e82f4fbdfc29db04d6c41ee0d3e5ea67e29c8bb953eb9070471b92aa758ddbb,1568657686,0x4efbcfacba805254e59462af3b0f0c83ddd6af3a,Pass,550000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x59fc60a67b7e89175815610632b9f660a4bbb1e6f40f30dc64590abb5bd7af5e
1523,mainnet,0x7eac0b8968e04bc69b4175bd2456f45796ce91f236eef6afc63a5cddad01e4f4,1598658754,0x3111327edd38890c3fe564afd96b4c73e8101747,Pass,746500000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xe5b8c9ea0bfca3a1c53bc20414553b15f8e50898b8ac63f5d84c1538c5b88221
1524,mainnet,0x7ec19ffa4e23aba9f185b7c3c4ea6461dbafea3e497fc6dcb0240baedaa46090,1670930831,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,550000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x0cc91396ced9a3eb504cfc01a15109d6fc22e06277e0cf8d6a793d5a1e5f1e75
1525,mainnet,0x7ec402a2eeac4ec01d58f233e29c67b0139c96db0063fabe494bb0529caade81,1571349278,0x00234af289964cc53cae46452ddac6253fc3ec3a,Pass,10000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xffc63fc6514f3c648d3386e9e997fdfdfd15a01d7ffdf3a479d6f8b4190b9f2c
1526,mainnet,0x7ec6d85683f55076c304a82e92eccea68ebf32cfcb6a27dd9d3cdb3041bfec79,1606484930,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,2000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x64b3ca5764838e67e89046e5089687c36fab897fbccc66f48b6b897679bce81d
1527,mainnet,0x7ece6d8ebdef1b4f4fb66ea5ace7e07bc2d90d724e38d87125fcb1b0646f0954,1564333442,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xa1f2aa7f4a914ebe9d00b882d12b4224799b902d7c329c4a9d415c4104b19f7f
1528,mainnet,0x7ed624a5b0620b915cedc2f7d52de4c81a4ac20d5c3675e72e15841e9754d3ef,1568662064,0xb0e83c2d71a991017e0116d58c5765abc57384af,Pass,2500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x59fc60a67b7e89175815610632b9f660a4bbb1e6f40f30dc64590abb5bd7af5e
1529,mainnet,0x7ed7e4d7f5388f8c915174fca305abbca24716f0a0fc25eaef1881207af1b642,1673027615,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,1100000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x6e5051bacfacf1b5cf657ee7b36d8c57296bb75c841d5fdc177a285487525575
1530,mainnet,0x7ee18d0251483afd3310d27bfc0e3789002b14bfadea8884ef86eb9ec264b71d,1590140097,0x2bc1fed4c65c9b1dc2baaff2f3198acc42c41778,Pass,3000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x257aa323de4ae0d5801b0c30a2f38a799ea4d03289e71d1b534eea8531dec694
1531,mainnet,0x7ef23dc34ff1c536a89553bb44e5e7a6f00d00c902faacc71d0c5a0c3aa04359,1577094954,0x0f07d407ac41d6dbb2cf237b0704c0ab5b9b8754,Pass,400000000000000000000,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,0x8e5c0f54189d6cf360eac6347924847e30be691b719a1ddb900e7a60682653a5
1532,mainnet,0x7ef98b1d28db67433e68e3e45c670a46592010a421c3690f439c210eb1dd9e80,1605758301,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xf83fc9348a085c7ce323afd8154c706018e5bce168c4a1116b2eb0f851424e07
1533,mainnet,0x7f4bdfdee21630f7943049a247398f72a6f709c99c74bc936955084d0226de3f,1673317271,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,1100000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x010c938f9cd050e3e3112fc1241a62583dec1ad09b9a741888349dc4ab877caa
1534,mainnet,0x7f9b2251f3e9e68198f25b1d637f33d245fd5258e989fa559167df87ce58151a,1558281296,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Fail,100000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x5e74a46a2edfbe6e0ab1f2b77dd7f6f2f5dbcdf272c14ece2293f0d17e6988a7
1535,mainnet,0x7fa82783a93f28c185dbd1ad4f68e4e2b6ba777b56e9e7504a0e2e4d24cad7eb,1571939958,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,Pass,34000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x50426c06f450c20a21d7726df57a2ebb99a4a94d75c5d379ad59ce80c1217bee
1536,mainnet,0x7fd752a54fb12e7f27fd67d4335a7f9c75ae88d8a64f615d8e890ccaefed20c4,1583244823,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0x5ad0866c7220c769dd53bba48d407f054cf52ea0d9f6d6d1c1f2a50617d4ccd1
1537,mainnet,0x7fe12ddaaa8b8362abde28b3d21a59e3022b50b48dc4d3ef35a82f7ec17f41d0,1599662945,0x08eec580ad41e9994599bad7d2a74a9874a2852c,Pass,50000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x35ea176732d1b0270782bd98ba277ff063771ead53efe0d17f3cb172f4138294
1538,mainnet,0x801b5ddcdd0a3cfa7664a061a2edbccd95fe7053146d15da43e719df36e5a859,1579299226,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,200000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x3b362b25f4c2aa42f010618167c29b1bec48df3b33a8791a2c56a3c8396248a0
1539,mainnet,0x8027279ba6bfccba9b55efab28a22ce9939e62d68c581bedba02f20b24a56956,1593120454,0x84443f61efc60d10da9f9a2398980cd5748394bb,Pass,60000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x920e4b44fdccc583c5d67ac5a3a20e821171bd81b7f249541b79d913d92f6f7f
1540,mainnet,0x8029adea780651950f1e5b4cd053d810411b0fd27c847da98a304f94aa37cd64,1576080795,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x1b91d1213b2c163c6a6dae881d9ac6d18e150d0574193a64ffca61030cd1f226
1541,mainnet,0x80333edae16bdd00cd918e4316e9a00f1c0e9fae788fed7c41391d334bb793f6,1571516079,0xd67dfceab6587e655322b804547b9b450b2f78ac,Pass,151000000000000000000,0x3324b516df92e78463d8b0616dd146cf6c58b0b9,0xb1a5cbdf43ae779295e7e075c18167248c4d246f983aec7e82c9955d6ae188c5
1542,mainnet,0x803cc8f160e45928545220b037ba3e490c809b58c3ad6d0890258b58bf12448c,1564045331,0x8f839c0cd16f4dbed862c1c639b6634498feded0,Pass,400000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x99bd760cbc14dcc7e8761c65bb5375184d9aba3928d5d1994f29288b0e21ff00
1543,mainnet,0x806507209215a7e2507553af5ffe668de34e65276a19237cc6250566023b5c8a,1594239512,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,1500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0xb8a294c0a328920d98bfe1773d5cd932c662ab785ac34a466504e2c162a16369
1544,mainnet,0x8087d688071eb48778e55a5ccbb946a2de38835d1e1fc45daa289fb26f2a3128,1652283872,0x8e900cf9bd655e34bb610f0ef365d8d476fd7337,Pass,250000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x79fb75b821690a15eb00764020bdb32d08704a5d340ff32eeb46543ff1caadb3
1545,mainnet,0x80896011aee97299e113e778ee67e103041424ab302348b58086119a419dc6a1,1556653424,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,240000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x356f3e0e79329047b6a408f7fe76947237394ed1500a93ee2ede88c47c34b4b3
1546,mainnet,0x808f1b31a8b8c6b6b4bd234b12adc81f5f64bbed99950dfe154150b8934d2bba,1571675784,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,Pass,312000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x18c58545c9437e10ed6d2282b11222415ff670fc0ac0e1735cd3f4513d398734
1547,mainnet,0x80b266f19e7ea2a855fb671219c1ad4414c5a2775fc72c34eedee56832fb33f5,1573564986,0xaa679e4ee126f49c4c7e06bffae0f64562e74deb,Pass,2000000000000000000,0x2b8c70fffda7f3d7667f7cfede1429313886329c,0x0abd8dcd41c5d43cd778763aefe76907b695df77136e400d61dce61aa0db4418
1548,mainnet,0x80b29f83d0c6488f87e31e37f9856d8ce554454fea73756341de119949627954,1570072422,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,300000000000000000000,0xe8e1d0f1783b22ff409deb14fa5acc9cce2a3d15,0x426c5366fabb96a5ad1cad056719b0db887bb33474078d1dc7d99eec7c4537c0
1549,mainnet,0x80c0116610160a189f1d959f5ba0bc949f0233e77ca87e5aefeb7abeb850c89b,1610495774,0xa932e2c7d88497fdee9d87e5a450bae3874ff1a1,Pass,2250000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x022dcfe7d4fd61969e0e2392725833be3d12fca464a7f41abdb8bb21d5ced4a2
1550,mainnet,0x80c51857133963874f6f392ccfc6253ceb2c9d4a8612606159ab3f504a91ad01,1567005752,0x50589344709e59885ac585a525c46a8979041177,Pass,1000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0x98e969f60a4adc3aa08bc1bb886991d29366b0794bf5f75fedeb0d331189ba86
1551,mainnet,0x80d49eacadc89c17575f36c79342301e3b7955c9c10a800cd8657d6d31bd192b,1620414492,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,Pass,540000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x19be5ea2cbd24ed30743d1c53153cd5e9b54805ad2d2490898e9fe754a00f734
1552,mainnet,0x80dc39b528f01e10e0323adee318f72718429cae258c1d213e854dcc714fdbaa,1601406467,0xb33b9fba681653fe263b31a95766d83d18c2128d,Pass,1200000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x19cdc46bebf1ae62333af4d241cdc6d9586c4e9c0758c78213de32d22702888c
1553,mainnet,0x80e14d52eb5ab8dcb880565170f6a687cfe3e2553a89a7ba5617924816b7878c,1567792885,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,100000000000000000000,0x0b93ba560283350d4216f29dc57e15df38d0eace,0x536de43472556ee80fec73c6c39226a23a2fff36b5514b5f97876b2fa7c6fde7
1554,mainnet,0x80e41fbe988e5f096dc0ad49fb9493cdad1f2b69a684fb4bb36375cdee38765d,1565190235,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,Pass,350000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x89ea239884a12c7703fe13b802d2d3ea1a241bab19c9e21890d6a6ca5677e169
1555,mainnet,0x811d81d5ee14b97a10b166aebd378aee0e7c9333295198d8c5a1f6f9c689e1f0,1586715993,0x583acc79585d3cb195ea8125f6f80ad459b46313,Pass,1000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x9aab0f1d8021c6f2c4952f7b48749da7ae5bb0f8a624a821bc465ddb8c2248e0
1556,mainnet,0x812157b6ec82733e43bd1b95c5a1eab2acc869408170f3a46f1e99ba36f46695,1556920480,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,570000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x9b9e1025eb86e4015e6b9622db8cc7b17262d547df4f5ef2553375a9714ad86a
1557,mainnet,0x813007b91fcb54a8e3e036e10e6c4ac16d80fe34a68c4bb76466e01ac5e3e20c,1589624360,0xb435871b0959561226b4d903b1abf79528177e81,Pass,100000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x34d4df1a82a075370139db9e51e35ec3e81d847a128bc9332c1a3682dbb9230c
1558,mainnet,0x813418c417d1c1fb936548cd21a4d642f6653c0b10579e442372ed3cb0768df2,1571785996,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,600000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x99e009680458d787c21d7eb1e2b4a46fc9dee96727b91e96a9a59fe3ac7a5d73
1559,mainnet,0x81531bacd322349c8fd0affa5791cee27f25290419dbaad94864d24a64a50dd0,1593298536,0xb435871b0959561226b4d903b1abf79528177e81,Pass,100000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x58686c77e5ea9eb51b51222571fcb170a52817da7f811889a7425e077d8edd34
1560,mainnet,0x817d92edfd0a13c282a19cd12790a64712f5ca4e5b8cfee79ff07dc2ecf40cc4,1596101936,0xb435871b0959561226b4d903b1abf79528177e81,Pass,300000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x1492d422f69148c5ebbf4622a533721f8664698cbae5b38c97f4f53beec9f4d6
1561,mainnet,0x8199cf5a3e53a90db1588628e3701285eb9ff8b794cd6f25bdaa56fd8d74b0bf,1579092457,0xc8fefc31346c4b08d8c0a69c6e9c3be9e886b396,Fail,1000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xff2afa5a3394d8c96fe8d6d65c3890378f81e82d826dad6d4022d9e628d79e5d
1562,mainnet,0x821047530987e1d3fe58d348dacf22521af8b6b5e5810e0daa6a93c8b1e5221d,1615043147,0xb33b9fba681653fe263b31a95766d83d18c2128d,Pass,600000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x566ea2a4d359ceaf13e84ba32d665ea14458139a53453eeb7ccc9ed8af1c6a0f
1563,mainnet,0x824e3f139e4a4ecbaa7b4e22406c52f215bbb8232377de7cd1413f491bc90cbc,1559665260,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,Pass,166000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x11ce8bc007f1b137583355c6ca1967dd9123b7de62085149c6243f09286152d3
1564,mainnet,0x825c49dd91ba603c51785aadee884af247be212fde44455d0827900c01641ad6,1608322666,0xae7ccc09dffb00c4be08b1b6f0bb267ce1164a85,Pass,59990000000000001990,0x273d0f686a53a49a0fba2a801566b19f9aaf8fcd,0x65a0c3194d34dd3ecde5474cb42db4503fa0c105629057d7e69b0393ee4dd8da
1565,mainnet,0x8264374d2dd0e34dadfdc7b2ef92d47027807f17ce28a30d696397823878c72d,1569906953,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x5c1bdef3dd1e3f443edcf1227b64debc48f58e3dac46d59470a308cb87119a7c
1566,mainnet,0x826d9e034e4f269fe166d338f002a3d85e0596fffbab3a7cbeae6b3915c1e74a,1594979418,0xb435871b0959561226b4d903b1abf79528177e81,Pass,600000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x20808b87e977a9b13123dfc533407fac47ab475c21409c101e7a14bcf90acaa2
1567,mainnet,0x827169c4fc70e4086f6a77266ec86bb2b5e95cc73d3462506f43ba761a3fffdd,1613870178,0xabd238fa6b6042438fbd22e7d398199080b4224c,Pass,1400000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x0d45a4dc4755088ddf227beceb1ac09b92aabe3d3919617cadc9ec2a5d3ad0ea
1568,mainnet,0x827172d751f7ac63a467c53318f86ee369484271bf696c124ca063e21bdb4c3b,1590191209,0xcaa9c1251dfdad81f4175edbd09ba9d9131aca77,Pass,2000000000000000000,0x15344ecdc2c4edfcb092e284d93c20f0529fd8a6,0x1e658e61b48d0712b460a0a729298fd2f65dac071199691f23ce10244635fa83
1569,mainnet,0x8273c9e04080369bd86c8fec455bebee6bf548c9149c3759ca332401d1b0dd88,1559511916,0x6260204b5714c692804d1c71f325fdb0e184339d,Pass,312000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xf6f19ba36227d6b83c68709d11d74f7f46709edd192865eb2f219f6ea245f944
1570,mainnet,0x827a8def74f415b03e74f8121621301a3579df589ebf2541129a6df35fd29a87,1567880641,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,150000000000000000000,0x440583455bcd85ab2bd429c015d3aabcae135f0a,0xc40b0bfb191a229a1beab69d54f2cab6e5269c8106f20e6e9112c38d4caf2ac8
1571,mainnet,0x82835a6346b61315515e80d7ebb4daa07e41c30c87ffa87e45d71b8f4e6e99fb,1601514899,0xa0ef3d1ced8d9b5470a2b8c8764e58fad5d36db6,Fail,500000000000000000000,0x519b70055af55a007110b4ff99b0ea33071c720a,0x1d03fbd54a4501bdf3a0dd4aaaeed692df2a56e25141692f8af241003f649149
1572,mainnet,0x8287f3e94da631ab8b856fa33ab70bc8385e94e53ee663f456276db24b32d312,1556528170,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,Pass,1000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0xe3d324d392f972fda5eb6abbc5cb5682273ea6c6e2e2d8efd519d468ddfc3f07
1573,mainnet,0x828fd9b4f95316eef8a5a0dce5bc6d4efa90d52bece96c876f58e91ff7b96b85,1572912796,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x61151f7ef32c920794ed89b2545f1672266d6420,0x33dbfd703bef4c4fb1a8a7e8bd0cdff7a88220705bca6944dc78e64422cee9d3
1574,mainnet,0x82fa83aef6cf011b0aa7c77b0eb0e01b3e1a3cbdf0bb87fba5ca57b6963fa889,1573683434,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,Pass,1000000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x49a7ce8dcd5597123857d4a96438e8926faa239e7a2ef9fbfb43fdcf1cbad1ed
1575,mainnet,0x8312a10670d4bcca02f309ba422585b54a11f2869fe4ee24fcddef659ad772a2,1555434980,0x379383e2d3ab8ce362cffbdd6f13d81213475786,Pass,25000000000000000000,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,0x96453f64876a26d876487ecb4a79069ebed18ec0f828d70123cee1dddc4e1e4c
