,network,id,createdAt,molochAddress,memberAddress,shares,loot
323,mainnet,0x55695a67f3987aeed7d2a87670dbb4367a709021-member-0xced608aa29bb92185d9b6340adcbfa263dae075b-rage-14169569,1644378773,0x55695a67f3987aeed7d2a87670dbb4367a709021,0xced608aa29bb92185d9b6340adcbfa263dae075b,0,2500
324,mainnet,0x56e0840c1b86886a743cc8fb696bc9d45f867bfc-member-0x5a2c31ca6bcb4e594e4a5555399ecba82ba797f9-rage-9620062,1583529328,0x56e0840c1b86886a743cc8fb696bc9d45f867bfc,0x5a2c31ca6bcb4e594e4a5555399ecba82ba797f9,999990,0
325,mainnet,0x6680c3fd10d6449bb0a7617d7bbdc122dd417788-member-0x50984bae99f19f86eb730450c2fae3f047be8161-rage-9613063,1583436274,0x6680c3fd10d6449bb0a7617d7bbdc122dd417788,0x50984bae99f19f86eb730450c2fae3f047be8161,10,0
326,mainnet,0x6680c3fd10d6449bb0a7617d7bbdc122dd417788-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-9613172,1583437809,0x6680c3fd10d6449bb0a7617d7bbdc122dd417788,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,1,0
327,mainnet,0x67b67c5b7384d6c1cdad1ed988b49183f4c59740-member-0x67168517c1d0835147e2bd66e40a602e9fb9cbd9-rage-9763548,1585446108,0x67b67c5b7384d6c1cdad1ed988b49183f4c59740,0x67168517c1d0835147e2bd66e40a602e9fb9cbd9,101,0
328,mainnet,0x67b67c5b7384d6c1cdad1ed988b49183f4c59740-member-0x7625b563f1cc26780be4d89903cb2ff48acdda28-rage-10203490,1591330019,0x67b67c5b7384d6c1cdad1ed988b49183f4c59740,0x7625b563f1cc26780be4d89903cb2ff48acdda28,99,0
329,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0x1c9e5aba9bce815ed3bb7d9455931b84c56d5114-rage-11206463,1604701023,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0x1c9e5aba9bce815ed3bb7d9455931b84c56d5114,14,0
330,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6-rage-11231529,1605034636,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,1,0
331,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0x98d539ae90481e921fd9fb826500f2af06337555-rage-10654599,1597361061,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0x98d539ae90481e921fd9fb826500f2af06337555,1,0
332,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0xa873baa34ea1868194e5937e3aefd20dd2e549ea-rage-11962829,1614741590,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0xa873baa34ea1868194e5937e3aefd20dd2e549ea,1,0
333,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0xbb268b5778bf54ab715ee3c79d1da065574b38b1-rage-10876995,1600310297,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0xbb268b5778bf54ab715ee3c79d1da065574b38b1,1,0
334,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9-rage-11237368,1605111575,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9,1,0
335,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-10971934,1601578642,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0xd3e9d60e4e4de615124d5239219f32946d10151d,1,0
336,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0xec952ed8e7c2aa466cac36fd611d2e87df1243d7-rage-14931807,1654766369,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0xec952ed8e7c2aa466cac36fd611d2e87df1243d7,1,0
337,mainnet,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b-member-0xf13e477365b0faa64130da2ff663aab20d32d929-rage-11230925,1605026567,0x6c9b4f1bdddd7704a26a5caf5242e88501dc5f0b,0xf13e477365b0faa64130da2ff663aab20d32d929,1,0
338,mainnet,0x714879cb9028cb7577e1f35a31da7d8eaac15462-member-0x3371d40d57388708e6abe586731e037b33823240-rage-12996632,1628588545,0x714879cb9028cb7577e1f35a31da7d8eaac15462,0x3371d40d57388708e6abe586731e037b33823240,1,999
339,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6-rage-14548227,1649463050,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6,0,3000
340,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6-rage-14701721,1651540855,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6,0,8200
341,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6-rage-17227154,1683687095,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6,0,2750
342,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6-rage-17332701,1684975703,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6,0,3000
343,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6-rage-17664256,1689004199,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6,0,2450
344,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x1dbfbaebc6070f14ae8294ab01252b36d962bf4e-rage-14440051,1648004454,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x1dbfbaebc6070f14ae8294ab01252b36d962bf4e,0,1000
345,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x1dbfbaebc6070f14ae8294ab01252b36d962bf4e-rage-14553533,1649533886,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x1dbfbaebc6070f14ae8294ab01252b36d962bf4e,0,1000
346,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x2619c649d98ddddbb0b218823354fe1d41bf5ce0-rage-17425667,1686106415,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x2619c649d98ddddbb0b218823354fe1d41bf5ce0,0,700
347,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x3f46d5c350959361d9cfe71c03ddb3caa3cc93b4-rage-17171240,1683007991,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x3f46d5c350959361d9cfe71c03ddb3caa3cc93b4,0,1300
348,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x52ef83e77243970e74680fc5814d4a7b984d4b89-rage-14592492,1650059879,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x52ef83e77243970e74680fc5814d4a7b984d4b89,0,1000
349,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x5a9ce898f0b03c5a3cd2d0c727efdd0555c86f81-rage-17178268,1683093383,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x5a9ce898f0b03c5a3cd2d0c727efdd0555c86f81,0,7048
350,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x72e1638bd8cd371bfb04cf665b749a0e4ae38324-rage-17338613,1685047499,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x72e1638bd8cd371bfb04cf665b749a0e4ae38324,0,1000
351,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0x77dd52c08f4aaa9da42ed1bf2e738b8969ab980f-rage-14616507,1650384240,0x75a4310da724a3f43415f427e7b3033d7101b91d,0x77dd52c08f4aaa9da42ed1bf2e738b8969ab980f,0,1000
352,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0xa693530c734d957e8991751ff491640468c9584c-rage-17157115,1682836523,0x75a4310da724a3f43415f427e7b3033d7101b91d,0xa693530c734d957e8991751ff491640468c9584c,0,1000
353,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0xced608aa29bb92185d9b6340adcbfa263dae075b-rage-17613774,1688391407,0x75a4310da724a3f43415f427e7b3033d7101b91d,0xced608aa29bb92185d9b6340adcbfa263dae075b,0,4500
354,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0xda5b2cd0d0bb26e79fb3210233ddabdb7de131c9-rage-17150238,1682752895,0x75a4310da724a3f43415f427e7b3033d7101b91d,0xda5b2cd0d0bb26e79fb3210233ddabdb7de131c9,0,1666
355,mainnet,0x75a4310da724a3f43415f427e7b3033d7101b91d-member-0xe947bf931a7215d36cdec9c00faec59a5dbafe53-rage-17345585,1685132183,0x75a4310da724a3f43415f427e7b3033d7101b91d,0xe947bf931a7215d36cdec9c00faec59a5dbafe53,0,3004
356,mainnet,0x785b7f3664b187ea767ff8bd7d9dbc4559253feb-member-0x156431e2f0edd51cfb79d5bcc4b41ed3536f9910-rage-14264177,1645644310,0x785b7f3664b187ea767ff8bd7d9dbc4559253feb,0x156431e2f0edd51cfb79d5bcc4b41ed3536f9910,1,0
357,mainnet,0x785b7f3664b187ea767ff8bd7d9dbc4559253feb-member-0x1ba014fe8e2bd0440e1803f67e451510e75b8441-rage-14173947,1644437588,0x785b7f3664b187ea767ff8bd7d9dbc4559253feb,0x1ba014fe8e2bd0440e1803f67e451510e75b8441,1,0
358,mainnet,0x7d58c962356ae66ba91b108751d67ae5d3b022fc-member-0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619-rage-15962613,1668360707,0x7d58c962356ae66ba91b108751d67ae5d3b022fc,0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619,10,0
359,mainnet,0x7d58c962356ae66ba91b108751d67ae5d3b022fc-member-0x4ef115373f9673d0757d18e30f04471b8c4af35d-rage-13772432,1639071765,0x7d58c962356ae66ba91b108751d67ae5d3b022fc,0x4ef115373f9673d0757d18e30f04471b8c4af35d,10,0
360,mainnet,0x7d58c962356ae66ba91b108751d67ae5d3b022fc-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-16923120,1679973479,0x7d58c962356ae66ba91b108751d67ae5d3b022fc,0xd3e9d60e4e4de615124d5239219f32946d10151d,10,0
361,mainnet,0x829c2b9cc07589f2accbfc84130f0534b3abbefe-member-0x8367a713bc14212ab1bb8c55a778e43e50b8b927-rage-12525123,1622236122,0x829c2b9cc07589f2accbfc84130f0534b3abbefe,0x8367a713bc14212ab1bb8c55a778e43e50b8b927,150000,0
362,mainnet,0x8b9280f30f386c4b8fc363d5984845d946a936c3-member-0x00a2ddfa736214563cea9aef5100f2e90c402918-rage-14674372,1651169757,0x8b9280f30f386c4b8fc363d5984845d946a936c3,0x00a2ddfa736214563cea9aef5100f2e90c402918,0,100
363,mainnet,0x8b9280f30f386c4b8fc363d5984845d946a936c3-member-0x130093a5aebc07e78e16f0ecef09d1c45afd8178-rage-14674393,1651170065,0x8b9280f30f386c4b8fc363d5984845d946a936c3,0x130093a5aebc07e78e16f0ecef09d1c45afd8178,0,100
364,mainnet,0x8b9280f30f386c4b8fc363d5984845d946a936c3-member-0x1c05376bc22170ce4f72018be6046185238604b8-rage-14522891,1649120826,0x8b9280f30f386c4b8fc363d5984845d946a936c3,0x1c05376bc22170ce4f72018be6046185238604b8,105,51
365,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x03b8e0ab5505fad9c62c70806e8277b56d006937-rage-13069173,1629555973,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x03b8e0ab5505fad9c62c70806e8277b56d006937,100000,0
366,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x108a1448970b6a4bb3f427cd42040634bffae725-rage-13165442,1630841656,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x108a1448970b6a4bb3f427cd42040634bffae725,100000,0
367,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6-rage-11203761,1604665196,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,200000,0
368,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x4727e9e3bc4f59f82304abbd683087d41c975263-rage-14969691,1655328526,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x4727e9e3bc4f59f82304abbd683087d41c975263,400000,0
369,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x512e07a093aaa20ba288392eadf03838c7a4e522-rage-16822849,1678756367,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x512e07a093aaa20ba288392eadf03838c7a4e522,100000,0
370,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x638106098f46f8eded646e86bb288c7d19cd6d67-rage-13838796,1639959943,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x638106098f46f8eded646e86bb288c7d19cd6d67,100000,0
371,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x6a94c2b62f79cb301a720e5fdbeadd5f60260a04-rage-16282716,1672224059,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x6a94c2b62f79cb301a720e5fdbeadd5f60260a04,100000,0
372,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x85c7199b5a36e87956cca466233de6710e849d6d-rage-13179242,1631025955,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x85c7199b5a36e87956cca466233de6710e849d6d,100000,0
373,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x85c7199b5a36e87956cca466233de6710e849d6d-rage-14541650,1649373353,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0x85c7199b5a36e87956cca466233de6710e849d6d,300000,0
374,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0xb89df9952995b8b53fbd284c114e7862aa8b8d86-rage-14297083,1646083855,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0xb89df9952995b8b53fbd284c114e7862aa8b8d86,100000,0
375,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0xd6f28bd94d1edefdf8fde8f6f10094fef7e590c0-rage-16234348,1671641039,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0xd6f28bd94d1edefdf8fde8f6f10094fef7e590c0,75000,0
376,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0xe015c0d33389e5f0382cceec817cc3032ede113d-rage-13991088,1641995951,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0xe015c0d33389e5f0382cceec817cc3032ede113d,100000,0
377,mainnet,0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0xf8a685702347377e396486967399f33c6c0c0a29-rage-13095501,1629908147,0x8f56682a50becb1df2fb8136954f2062871bc7fc,0xf8a685702347377e396486967399f33c6c0c0a29,100000,0
378,mainnet,0x934d6b90e3f916a3ad5d080a674a1e953447dda3-member-0x3f603a18bed7cc5ceefdc83ff1ce0cf5b3764e2e-rage-12740769,1625129585,0x934d6b90e3f916a3ad5d080a674a1e953447dda3,0x3f603a18bed7cc5ceefdc83ff1ce0cf5b3764e2e,1000,0
379,mainnet,0x934d6b90e3f916a3ad5d080a674a1e953447dda3-member-0x64fe7e84f92dc7ae9502978285399f1ea6bcfbea-rage-12888106,1627117788,0x934d6b90e3f916a3ad5d080a674a1e953447dda3,0x64fe7e84f92dc7ae9502978285399f1ea6bcfbea,1000,0
380,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0x02736d5c8dcea65539993d143a3de90cebca9c3c-rage-15655206,1664650295,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0x02736d5c8dcea65539993d143a3de90cebca9c3c,0,100
381,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0x187089b33e5812310ed32a57f53b3fad0383a19d-rage-15655522,1664654147,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0x187089b33e5812310ed32a57f53b3fad0383a19d,0,100
382,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0x397795f9f76c745dbccf823df0b281e98068eb8e-rage-15655227,1664650547,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0x397795f9f76c745dbccf823df0b281e98068eb8e,0,100
383,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf-rage-15655246,1664650775,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf,0,100
384,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0xced608aa29bb92185d9b6340adcbfa263dae075b-rage-15655006,1664647871,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0xced608aa29bb92185d9b6340adcbfa263dae075b,0,200
385,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9-rage-15655266,1664651015,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9,0,100
386,mainnet,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe-member-0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94-rage-15655712,1664656439,0x93a7e93c9b5c1d7df68339cb8e3649984b543cbe,0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94,0,100
387,mainnet,0x96c8c63352d416378040a31ab8a231dd8104da58-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9371524,1580228039,0x96c8c63352d416378040a31ab8a231dd8104da58,0xd3e9d60e4e4de615124d5239219f32946d10151d,13,0
388,mainnet,0xa8fc468da0417f71393523393bd7d57450143a62-member-0x010afb8548a5d1a3a3d62f58ca0a5a1329974206-rage-10463468,1594807459,0xa8fc468da0417f71393523393bd7d57450143a62,0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,10,0
389,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x010afb8548a5d1a3a3d62f58ca0a5a1329974206-rage-10813906,1599473893,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,10,0
390,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x1b1ed39a036760443cff92b71b83cbe93be8770d-rage-10800677,1599299437,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x1b1ed39a036760443cff92b71b83cbe93be8770d,6,0
391,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d-rage-10700965,1597977791,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d,5,0
392,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x1edac88fdb328fe7cf2a1c4b3410634c7ab247d1-rage-10814419,1599480411,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x1edac88fdb328fe7cf2a1c4b3410634c7ab247d1,50,0
393,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x39b4c78fcad0dc158be86ee0f9f1b867fa6604f7-rage-12573068,1622877225,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x39b4c78fcad0dc158be86ee0f9f1b867fa6604f7,5,0
394,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x512e07a093aaa20ba288392eadf03838c7a4e522-rage-10803213,1599332555,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x512e07a093aaa20ba288392eadf03838c7a4e522,10,0
395,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x5adb8209b5276a23426994298fe9900644f57924-rage-10815232,1599490728,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x5adb8209b5276a23426994298fe9900644f57924,1,0
396,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x5d0b243a5501effa8aea9e00885d9878cb4fc9c6-rage-9918481,1587507726,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x5d0b243a5501effa8aea9e00885d9878cb4fc9c6,4,0
397,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x5d0b243a5501effa8aea9e00885d9878cb4fc9c6-rage-9955024,1587997335,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x5d0b243a5501effa8aea9e00885d9878cb4fc9c6,1,0
398,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x6c1e53eb055d1e4b5ab1ecb0e44d1f513ca53082-rage-10598341,1596611461,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x6c1e53eb055d1e4b5ab1ecb0e44d1f513ca53082,5,0
399,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-10537501,1595798739,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,2,0
400,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-9878486,1586973462,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,2,0
401,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88-rage-9951180,1587945515,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,1,0
402,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x8a6ad6dd70acba5f90acbfd094ea930099b48071-rage-10561677,1596122113,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x8a6ad6dd70acba5f90acbfd094ea930099b48071,5,0
403,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0x983110309620d911731ac0932219af06091b6744-rage-9860851,1586738829,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0x983110309620d911731ac0932219af06091b6744,13,0
404,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xa7499aa6464c078eeb940da2fc95c6acd010c3cc-rage-11309114,1606062707,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xa7499aa6464c078eeb940da2fc95c6acd010c3cc,10,0
405,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041-rage-10812109,1599449883,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041,5,0
406,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c-rage-10928870,1600997670,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c,1,0
407,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9-rage-10699352,1597956613,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9,5,0
408,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-10803066,1599330747,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,10,0
409,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9409662,1580733903,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,18,0
410,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9469976,1581534367,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,2,0
411,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9521578,1582221372,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,4,0
412,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9521599,1582221541,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,1,0
413,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9601074,1583276706,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,100,0
414,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9601080,1583276741,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,4,0
415,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xd3e9d60e4e4de615124d5239219f32946d10151d-rage-9637343,1583758634,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xd3e9d60e4e4de615124d5239219f32946d10151d,120,0
416,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xe6be2096dbe9560cfb01b45804514d075d6585bc-rage-9741040,1585147003,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xe6be2096dbe9560cfb01b45804514d075d6585bc,4,0
417,mainnet,0xa9ade79ab198a579772dd5e310ea28643e4a4421-member-0xed83a6d734627d1229e08db5e7b8c0687d2ae3d3-rage-9685000,1584393985,0xa9ade79ab198a579772dd5e310ea28643e4a4421,0xed83a6d734627d1229e08db5e7b8c0687d2ae3d3,17,0
418,mainnet,0xab07bc6857b3cca53c3c15e2a0fd3c2ad38b6b4e-member-0x9c2426eec32a445216d2b5459a8959b751426bd8-rage-14319113,1646379535,0xab07bc6857b3cca53c3c15e2a0fd3c2ad38b6b4e,0x9c2426eec32a445216d2b5459a8959b751426bd8,50,0
419,mainnet,0xab07bc6857b3cca53c3c15e2a0fd3c2ad38b6b4e-member-0x9c2426eec32a445216d2b5459a8959b751426bd8-rage-14319121,1646379595,0xab07bc6857b3cca53c3c15e2a0fd3c2ad38b6b4e,0x9c2426eec32a445216d2b5459a8959b751426bd8,49,0
420,mainnet,0xaf4a035891fc392a05743aa9a75816c4d411960f-member-0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6-rage-15009699,1655934386,0xaf4a035891fc392a05743aa9a75816c4d411960f,0x0fef92a34ecf1f742b01c9e3cb2732a83c6067b6,0,100
421,mainnet,0xaf4a035891fc392a05743aa9a75816c4d411960f-member-0x596bb1e956fc46273b13777d6552fc7af4200761-rage-14975341,1655411934,0xaf4a035891fc392a05743aa9a75816c4d411960f,0x596bb1e956fc46273b13777d6552fc7af4200761,0,1200
