,network,id,createdAt,molochAddress,memberAddress,shares,loot
1569,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa2ea0a690da7ec2950f9ec5bf74dd7066c2d0910-rage-19050487,1636806055,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa2ea0a690da7ec2950f9ec5bf74dd7066c2d0910,1,0
1570,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3615b094d2aa6d93eabb694495cd13efeb9916b-rage-19465597,1638927100,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3615b094d2aa6d93eabb694495cd13efeb9916b,1,0
1571,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa361e4b4ea3d2f7936790ea96145c58bdff6dcf2-rage-19229013,1637731490,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa361e4b4ea3d2f7936790ea96145c58bdff6dcf2,1,0
1572,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3838d0a80b110a3792f70c48308bbfcddf75c73-rage-19452942,1638863780,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3838d0a80b110a3792f70c48308bbfcddf75c73,1,0
1573,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3aba06c78d0a27b1bbfa7476174a97941605047-rage-19468442,1638941325,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3aba06c78d0a27b1bbfa7476174a97941605047,1,0
1574,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3b9fe8647aa9d7009b9a7ad1d8d4a2381994efa-rage-19472368,1638960970,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3b9fe8647aa9d7009b9a7ad1d8d4a2381994efa,1,0
1575,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3bf81cc8813c3470c3bd63a581324ace5f9ba4d-rage-21169276,1647585465,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3bf81cc8813c3470c3bd63a581324ace5f9ba4d,1,0
1576,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3d48ee62de32e6f5a9b3a2176604361135cb9ed-rage-19468001,1638939120,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3d48ee62de32e6f5a9b3a2176604361135cb9ed,1,0
1577,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa3fa994c98c37e97a71a440a1725b1571b1bfb02-rage-19334127,1638264550,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa3fa994c98c37e97a71a440a1725b1571b1bfb02,1,0
1578,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa4600946212fd4c2e9c2beaa12125559fefa9ca5-rage-19450548,1638851795,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa4600946212fd4c2e9c2beaa12125559fefa9ca5,1,0
1579,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa472b58282f29ecf03f9e878b7f17897b64b3eee-rage-19466804,1638933135,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa472b58282f29ecf03f9e878b7f17897b64b3eee,1,0
1580,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa47f68826abe8d3a20ee1b1458f3156e6c7b5277-rage-19535445,1639286145,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa47f68826abe8d3a20ee1b1458f3156e6c7b5277,1,0
1581,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa4af38b979614e2fc7933e9e1120c07b4406d4bf-rage-19539091,1639304750,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa4af38b979614e2fc7933e9e1120c07b4406d4bf,1,0
1582,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa578b349122e5b6d6ba9e7268f95436425139801-rage-19051345,1636810347,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa578b349122e5b6d6ba9e7268f95436425139801,1,0
1583,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa5a05c03039d44b0b0619350c564b466d015399e-rage-19467935,1638938790,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa5a05c03039d44b0b0619350c564b466d015399e,1,0
1584,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa5e5237977024ffc8daf9d60a85d57c6377d7ad5-rage-19336498,1638276405,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa5e5237977024ffc8daf9d60a85d57c6377d7ad5,1,0
1585,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa6036189af87dbc8ef7a1c53917c71647ab80b3f-rage-19329642,1638242110,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa6036189af87dbc8ef7a1c53917c71647ab80b3f,1,0
1586,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa6204e15b961b9f623db05586accca01d7c89c9d-rage-19624196,1639732820,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa6204e15b961b9f623db05586accca01d7c89c9d,1,0
1587,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa67b03dbb74c8a8dbb8fb93c5d554275817acbf5-rage-19475142,1638974845,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa67b03dbb74c8a8dbb8fb93c5d554275817acbf5,1,0
1588,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa6a53fe6a44cfdedbd0d05800708f2b21aeea9d1-rage-19480201,1639001725,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa6a53fe6a44cfdedbd0d05800708f2b21aeea9d1,1,0
1589,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa6a5453d8ffd905864b12b06a724250360300122-rage-19553778,1639379850,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa6a5453d8ffd905864b12b06a724250360300122,1,0
1590,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa6ca1ab68c48e22b26acf705bff1292d028c850e-rage-19476949,1638984315,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa6ca1ab68c48e22b26acf705bff1292d028c850e,1,0
1591,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa7126f204c3dc45ef9f920c72e70c9e5474e6434-rage-19488087,1639045655,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa7126f204c3dc45ef9f920c72e70c9e5474e6434,1,0
1592,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa785c26a95a6cdfbe85edd71388a23854d441c36-rage-19553250,1639377205,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa785c26a95a6cdfbe85edd71388a23854d441c36,1,0
1593,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa7f58bfcc07f36ff333463cf8878d393b41cdc28-rage-19499172,1639103355,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa7f58bfcc07f36ff333463cf8878d393b41cdc28,1,0
1594,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa819aadb64b30f94be112e1c51abc712b01f4410-rage-19467825,1638938240,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa819aadb64b30f94be112e1c51abc712b01f4410,1,0
1595,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa86011ce20606356c5e4072b8ddcaf8443944b5a-rage-19228730,1637729835,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa86011ce20606356c5e4072b8ddcaf8443944b5a,1,0
1596,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa87bdb4f1ee3dad734a9d78c80bd6d7099a9c9b1-rage-19470395,1638951105,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa87bdb4f1ee3dad734a9d78c80bd6d7099a9c9b1,1,0
1597,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa89102b5e397f753c4fca0b0bcb593b290838888-rage-19468908,1638943660,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa89102b5e397f753c4fca0b0bcb593b290838888,1,0
1598,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa8d66237c06b495e6597b4cb7cffc822b391ea2c-rage-19470490,1638951580,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa8d66237c06b495e6597b4cb7cffc822b391ea2c,1,0
1599,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa9247d1db65a2f86c9dc3912df7adf4875429098-rage-19479675,1638998785,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa9247d1db65a2f86c9dc3912df7adf4875429098,1,0
1600,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa92ffdc40bb17c4bb78a581ecd5b9b97f475dbdc-rage-19462600,1638912115,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa92ffdc40bb17c4bb78a581ecd5b9b97f475dbdc,1,0
1601,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa96f69fcbf440ecd0a50e8bc351a59909398f6e6-rage-19329637,1638242085,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa96f69fcbf440ecd0a50e8bc351a59909398f6e6,1,0
1602,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa995e316d4ae8c6d65dc055b68d0292fa0d24fa4-rage-19329637,1638242085,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa995e316d4ae8c6d65dc055b68d0292fa0d24fa4,1,0
1603,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa99f898530df1514a566f1a6562d62809e99557d-rage-19482769,1639016080,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa99f898530df1514a566f1a6562d62809e99557d,1,0
1604,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xa9d4c387ac17f7e4609141cc5570f5c315d5028d-rage-19336527,1638276550,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xa9d4c387ac17f7e4609141cc5570f5c315d5028d,1,0
1605,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaa18ab2450df75631a860f256855fe93c7e96436-rage-19480804,1639005095,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaa18ab2450df75631a860f256855fe93c7e96436,1,0
1606,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaa48741ec38f1c18679387d1bb944d3d6c8173b4-rage-19464810,1638923165,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaa48741ec38f1c18679387d1bb944d3d6c8173b4,1,0
1607,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaa82c64b5799b4dfd7cc973adb9166a22882eaa1-rage-19506644,1639140775,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaa82c64b5799b4dfd7cc973adb9166a22882eaa1,1,0
1608,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaaba999423e939a67373e422dfabe088d5bc31a5-rage-19465435,1638926290,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaaba999423e939a67373e422dfabe088d5bc31a5,1,0
1609,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xab43c10ab9c613eb2f7f0282ccfafd36969e9502-rage-19466307,1638930650,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xab43c10ab9c613eb2f7f0282ccfafd36969e9502,1,0
1610,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xabfd5e16ae55f513e8d4b05a8b1f6ef83b14c867-rage-19479852,1638999775,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xabfd5e16ae55f513e8d4b05a8b1f6ef83b14c867,1,0
1611,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xac93943b57a6bc269ae7e4a8c9c48022d7b012ee-rage-19051218,1636809710,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xac93943b57a6bc269ae7e4a8c9c48022d7b012ee,1,0
1612,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaca029dc68bdc9559ffaed4c0145aebb98af1d3a-rage-19538916,1639303825,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaca029dc68bdc9559ffaed4c0145aebb98af1d3a,1,0
1613,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xacd081310551fd333e1929d8dfcfea8a17c60ee8-rage-19466314,1638930685,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xacd081310551fd333e1929d8dfcfea8a17c60ee8,1,0
1614,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9-rage-19562540,1639423695,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9,1,0
1615,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xacf877c4a38a0436afabd2fd136d9decc2ea857c-rage-19469417,1638946205,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xacf877c4a38a0436afabd2fd136d9decc2ea857c,1,0
1616,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xad794c165a8f2f8ced466d4a551f5e942255b387-rage-19329643,1638242115,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xad794c165a8f2f8ced466d4a551f5e942255b387,1,0
1617,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xadcc4b1424baa396393e55b1b5c5549eb4a75a6a-rage-18923091,1636159330,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xadcc4b1424baa396393e55b1b5c5549eb4a75a6a,1,0
1618,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xadea805c85c4d23f101cb29d4a556415f6573f17-rage-19471355,1638955905,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xadea805c85c4d23f101cb29d4a556415f6573f17,1,0
1619,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xadef37aa14ef396167982a3c547a0c796c01f28c-rage-19329645,1638242125,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xadef37aa14ef396167982a3c547a0c796c01f28c,1,0
1620,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xae3cfb4a88c5dacffff1978b7ae696e111b2c6a3-rage-19329646,1638242130,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xae3cfb4a88c5dacffff1978b7ae696e111b2c6a3,1,0
1621,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xae3dfacbb7d98518fcc1a7e1ada992ab2def3b62-rage-19467682,1638937525,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xae3dfacbb7d98518fcc1a7e1ada992ab2def3b62,1,0
1622,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xae78b03aeec6e077a7fe4fa0b341284d0b0560fa-rage-19329636,1638242080,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xae78b03aeec6e077a7fe4fa0b341284d0b0560fa,1,0
1623,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xae7f64d842da67f98065e09f8c0bac1ba1e9e8ea-rage-19450324,1638850675,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xae7f64d842da67f98065e09f8c0bac1ba1e9e8ea,1,0
1624,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xae957e9f440850a8b026cb3964d348e5c7bef28c-rage-19538704,1639302705,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xae957e9f440850a8b026cb3964d348e5c7bef28c,1,0
1625,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xae9f9d109ebd08276fcda02234e89110fe996809-rage-19473296,1638965615,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xae9f9d109ebd08276fcda02234e89110fe996809,1,0
1626,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaef70ade87395add24633cc69ac43c5a622cfdc8-rage-19475480,1638976550,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaef70ade87395add24633cc69ac43c5a622cfdc8,1,0
1627,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaf11b3b0ea9c697e92abda3d89d5c942fd4e335f-rage-19025253,1636679790,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaf11b3b0ea9c697e92abda3d89d5c942fd4e335f,1,0
1628,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaf3235767388897628fd33cbdf3d94f35fb8ae55-rage-19051345,1636810347,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaf3235767388897628fd33cbdf3d94f35fb8ae55,1,0
1629,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xaf4b67fdbe09451f55113f95d2fcb56324dd2599-rage-19473033,1638964300,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xaf4b67fdbe09451f55113f95d2fcb56324dd2599,1,0
1630,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xafb1bb079496defddfa1da3618971ea9dc2dc4c2-rage-19519160,1639204660,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xafb1bb079496defddfa1da3618971ea9dc2dc4c2,1,0
1631,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xafb9d7fa614dd77cd9d212bb0596982c850a5085-rage-19589592,1639559225,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xafb9d7fa614dd77cd9d212bb0596982c850a5085,1,0
1632,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xafde46e61d89e564cd3200cb2e32d6ace5c77f53-rage-19467996,1638939095,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xafde46e61d89e564cd3200cb2e32d6ace5c77f53,1,0
1633,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xafeac87da839408942aaefdfa0e5ef4604c3980d-rage-19229039,1637731650,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xafeac87da839408942aaefdfa0e5ef4604c3980d,1,0
1634,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb0158a40156bc1fe42afbd46acdd0d66210f85f8-rage-19640786,1639816050,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb0158a40156bc1fe42afbd46acdd0d66210f85f8,1,0
1635,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb03f5438f9a243de5c3b830b7841ec315034cd5f-rage-19459161,1638894915,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,1,0
1636,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb048311626a2383694ab04eafed2b5f746f109d2-rage-20016248,1641733020,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb048311626a2383694ab04eafed2b5f746f109d2,1,0
1637,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb0eb002fb38c3a986dddb86503b359f2dc317011-rage-19474606,1638972165,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb0eb002fb38c3a986dddb86503b359f2dc317011,1,0
1638,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb1237f83971b520c9502e9fa59c3a6b642cb04db-rage-19504947,1639132290,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb1237f83971b520c9502e9fa59c3a6b642cb04db,1,0
1639,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb12e4f9e70f8e43658419dc38bf67dccbfaee9ab-rage-19468624,1638942240,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb12e4f9e70f8e43658419dc38bf67dccbfaee9ab,1,0
1640,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb134c20ba1b49b232d043aa4c215c40c5c053b1a-rage-19470501,1638951635,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb134c20ba1b49b232d043aa4c215c40c5c053b1a,1,0
1641,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb149827a0e8e7826a4cce3ecaf2e74ddc42b14f8-rage-19329637,1638242085,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb149827a0e8e7826a4cce3ecaf2e74ddc42b14f8,1,0
1642,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb1562332930f33ff37ae32e2bc126d62d8690bf3-rage-19329641,1638242105,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb1562332930f33ff37ae32e2bc126d62d8690bf3,1,0
1643,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb17f37452ccf77e56062256831d506ed36bd962a-rage-19466660,1638932415,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb17f37452ccf77e56062256831d506ed36bd962a,1,0
1644,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb197bcfd992ed6c07effe2ad662d63706bf10762-rage-18848425,1635749188,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb197bcfd992ed6c07effe2ad662d63706bf10762,1,0
1645,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb1d61f3eba612149a243c68cf7ba8bb7ecbeb80f-rage-19237044,1637775670,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb1d61f3eba612149a243c68cf7ba8bb7ecbeb80f,1,0
1646,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb1e6cf9f87a0cdc408e83d81602da27f0dcb6636-rage-19095912,1637044930,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb1e6cf9f87a0cdc408e83d81602da27f0dcb6636,1,0
1647,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb222525a29c7f35d826b3832501d5e980498ae63-rage-19475889,1638978710,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb222525a29c7f35d826b3832501d5e980498ae63,1,0
1648,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb231bb67cf759febd33b1185469c7808e26f1e5c-rage-19475259,1638975430,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb231bb67cf759febd33b1185469c7808e26f1e5c,1,0
1649,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb2387982839a4b10b5d64849bd9edb6ffc869b8c-rage-19229758,1637735850,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb2387982839a4b10b5d64849bd9edb6ffc869b8c,1,0
1650,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb24156b92244c1541f916511e879e60710e30b84-rage-19466891,1638933570,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb24156b92244c1541f916511e879e60710e30b84,1,0
1651,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb2732746e3fdd68b94ff1a6dd7e2744743aaac78-rage-19457666,1638887425,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb2732746e3fdd68b94ff1a6dd7e2744743aaac78,1,0
1652,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb28378ccd012ddd40b47159c2e4c306d8deb239d-rage-19228965,1637731205,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb28378ccd012ddd40b47159c2e4c306d8deb239d,1,0
1653,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb30845c026325b993530eb89b3654fd596b5f2ba-rage-19329639,1638242095,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb30845c026325b993530eb89b3654fd596b5f2ba,1,0
1654,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb329fb5df5a746d037f3eafd0497d15cc5e193d2-rage-19329642,1638242110,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb329fb5df5a746d037f3eafd0497d15cc5e193d2,1,0
1655,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb3503af9aaf5b2177d5514ea415ce19b411faf1b-rage-19484443,1639025435,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb3503af9aaf5b2177d5514ea415ce19b411faf1b,1,0
1656,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb36617313528b5f5e195f681ffc87ed84273a92a-rage-19329638,1638242090,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb36617313528b5f5e195f681ffc87ed84273a92a,1,0
1657,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb36730b77db513ef82ef3afb87de24355fc81a76-rage-19329646,1638242130,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb36730b77db513ef82ef3afb87de24355fc81a76,1,0
1658,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb494548d1cb6a9b3a512f0f47ed073df1ac6fa98-rage-19465572,1638926975,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb494548d1cb6a9b3a512f0f47ed073df1ac6fa98,1,0
1659,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb4a8d7d09991b763f4f11f8da7977686b1d04317-rage-19474032,1638969295,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb4a8d7d09991b763f4f11f8da7977686b1d04317,1,0
1660,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb580dfb9f0df0a5789f46b94d20b9e0a46ce2623-rage-18957465,1636337105,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb580dfb9f0df0a5789f46b94d20b9e0a46ce2623,1,0
1661,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb5c1213ee9ddf312c98f6e94caf5c421c86abff3-rage-19465193,1638925080,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb5c1213ee9ddf312c98f6e94caf5c421c86abff3,1,0
1662,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb61fa617fbd2fbe754d96f623b6266cb18db5526-rage-19050487,1636806055,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb61fa617fbd2fbe754d96f623b6266cb18db5526,1,0
1663,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb63448a2c59105a682459f62acd888e9c7d3da81-rage-19475027,1638974270,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb63448a2c59105a682459f62acd888e9c7d3da81,1,0
1664,xdai,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8-member-0xb634c3fed26f53c5c24773b8c78cd7914f4912bb-rage-19228798,1637730215,0x1b975a9daf25e7b01e0a6c72d657ff74925327a8,0xb634c3fed26f53c5c24773b8c78cd7914f4912bb,1,0
