,id,isForwarder,isUpgradeable,repoName,repoAddress,organizationId,network
66,0x01036ae829f0a2782711bf973aa4e0b4e3dd48d8,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0xf8711c8eeff0795fb389bd9ec744b8cffd4c38e7,mainnet
67,0x0105f5c44a7ea520a7a783fc9eda4e1e6d9b4c04,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0x1fc913d539ac264aa9a577cd95ba1da9390505d7,mainnet
68,0x01076fc0fb295505d26bda28a9bf71d1157e72f1,False,True,acl,,0x0de4cc1e91c519b9620905729ae0b0bdbce2a84c,mainnet
69,0x0108440017c14a0b46563af9202ee7772771df26,False,True,kernel,,0x0108440017c14a0b46563af9202ee7772771df26,mainnet
70,0x0109063ba155ce4c7e27603e6c3f1acb428ce39c,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0x5d4fd0dd9727c28b8305a4ea5d891e802a5439da,mainnet
71,0x010ccdbfba1dda7bb6b0b4bc34862bbdb44f5eec,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0xf01502c336b669c4455e022c4491045afb4f10cc,mainnet
72,0x010d19cade195422b674d625a9b3db33fcb99b68,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x6f617e0f630ad40c904c32d59c6abebb9fcbc112,mainnet
73,0x010fc4c133dcfb2ba7f474fea8a90e18cada369f,False,True,acl,,0x47d92d2166dacf9810207af0bedab2fa0efef8c7,mainnet
74,0x0111ddc9a49d289def3a2c57d97c3c3ffecc2f6a,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0xb719baa6db126a80bc5948ebeb6e1b7f75d65d67,mainnet
75,0x0114fe64b8840c8fc4020685f8ebf6b12c8a0527,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0x28fbd6fde63115c1a2bef9ec7ff884a3e54ce58c,mainnet
76,0x0118a8534c1164289b59174f23b3744b6e5c385b,False,True,projects,0x0a9be50c24f8536fa11d17a77d0baa4290f720fc,0x7dd77216b8f91d318144c2eef0504733d63ab356,mainnet
77,0x011d74de7e542e51504cbb7213be680c367cc15a,False,True,acl,,0xbbd8f6287edd5dad22bcfbb6f08c7bf2e5adecef,mainnet
78,0x0120f23a5f9334c43f6267b959ce2afc3cddec3a,False,True,acl,,0x3fd05dedc2346baae592832f6bda17b30f2aae40,mainnet
79,0x0124f26c2f0f6e5e4bcbb10a1423270f490985de,False,False,evm-script-registry,,0xc490e68f261296f2e626f577c679b4d69bcdd758,mainnet
80,0x01260832cec7c97ff2637e7d80bed4613e8ed821,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x00ccb72bd1f72882d89774d9acccce616ed9227d,mainnet
81,0x012fe9c1324feedb5795c41a26489a5c25670490,True,True,agent,0x52ac38791ef1561b172ca89d7115f178d058e57b,0x726c77556dc26e8ae5c41eddfd3001150932b12d,mainnet
82,0x0131eea5bdcc5bc3dd07eaff9ada0ab308e604e6,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x4b11742913543de4857d38489ff8c9b3f7976237,mainnet
83,0x01391798214c9abd5e74260829d91eb1d6546a6e,False,True,acl,,0x70c7ea64d85c8135c1488c2159daba25ad0919eb,mainnet
84,0x0139511ac83e244e63e2e13d8b149979a57670d7,False,True,acl,,0x2bd8eebd435a63c37881ef080da9c6ab4c8e7687,mainnet
85,0x013d57e816e6f04b81199441450f7190e0f8770a,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0xaef6691a4485573bdac2eb68cd18abca12f85e36,mainnet
86,0x01456c7db29f9bcbdeea89a911076e8d5c98ad0c,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0x16bde2f28b97c6d00484af32d6a032c009fedf18,mainnet
87,0x014a8b2c90d524d79f88868fa0f16c2e4a5718df,False,False,evm-script-registry,,0xcd92eaffd34b52e50b2c294fdffa48c3284cfb80,mainnet
88,0x0154c7a23ee577e22f3c32c0f8f911131e425740,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x7881eb8f9df722a4ee967612c2fe3d6b72a055ef,mainnet
89,0x0155301cc3841230321627d2e17fb69285e7cbab,False,True,presale,0xb85c01739799497913f86062a375aa055ac3dba9,0x20e7248018b5b2e9f6e73ab174cbaf2515ed6423,mainnet
90,0x015ed76723aaf0ef9960dd66631d2ecac77e4156,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0x2732fd9fd5f0e84b1b774cf5e6f5c812eafd455b,mainnet
91,0x0162b4512bf093f5ebb5130e8e9e111d1cfeda25,False,True,acl,,0x771f3acf2042548762aebc59b917974a6a746de6,mainnet
92,0x0163c547b4abd1672e213291cc62582c357868fe,False,True,kernel,,0x0163c547b4abd1672e213291cc62582c357868fe,mainnet
93,0x0164107401aa6da4331d9b4c5d07af16dc144384,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0xf0c8cc77a54a6effb16fdeefb21a22af672903cc,mainnet
94,0x016e5d41828e1949d0568c1afc0ce1e948736c71,False,True,kernel,,0x016e5d41828e1949d0568c1afc0ce1e948736c71,mainnet
95,0x016f8665ac8b24a245cddb73dcf27439f1879a40,False,True,kernel,,0x016f8665ac8b24a245cddb73dcf27439f1879a40,mainnet
96,0x01724580486a7eb4fd5756afc8b6733886ed421e,True,True,token-manager,0xfedb471777977f52375463a50a57d6bfc641144b,0x5d4fd0dd9727c28b8305a4ea5d891e802a5439da,mainnet
97,0x0175572d065f2ba297ee4cc4417fa2d4ffcddfc8,False,True,acl,,0x0cd37d0164c18b839a3e6052403a99a1dcab6113,mainnet
98,0x0176cd88c32f3b0a22b4c88cf437557290acf6b9,False,True,acl,,0x403e457235b9ac447a5f5553f975554312bc89f4,mainnet
99,0x01777c504c72177c2457a8a3caa9c04ef1356c17,False,True,acl,,0x0829a89fbc5c2dc894f1989fd6804ce2940b1023,mainnet
100,0x0178d8c578a0f9409a8cbb2f46704d011eb2d5b8,False,False,evm-script-registry,,0x4f47a21c857ca80311a59986a09e05c8d510ef12,mainnet
101,0x01894ce8d02561ee3124c62a64bd395d8bc2308b,False,True,token-balance-oracle,0x768b2940a01e8ecc63e1a41d0f9f80a780fc90a0,0x63967c68b58fcc0aa4248c9be4d0a34a561eb0e8,mainnet
102,0x018aa6b5e1f26b7726b32f566cdf324fbd1b817e,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x5a3b1d5a6cc2ea187a24dc00c4be785e7083f53a,mainnet
103,0x018b32789455860090912f96098111b2958b43b2,True,True,token-manager,0xfedb471777977f52375463a50a57d6bfc641144b,0x86e1d13f6b92135442fe17279cdbb54c166c0ffd,mainnet
104,0x019129980abfa4236aab1f418e1cf1661da2fec1,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0x96bf2883f0868436879d59a4f4167d4763604539,mainnet
105,0x0199309590d0fb40377a15dac50b7ac28ab4ece3,False,True,kernel,,0x0199309590d0fb40377a15dac50b7ac28ab4ece3,mainnet
106,0x019d0a04725d3cae14cd922c69cfc3b817999f82,False,True,kernel,,0x019d0a04725d3cae14cd922c69cfc3b817999f82,mainnet
107,0x019df0e0b7cb48bfd3b3648ffed29bfa0172d854,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x9e0815c5eca18d75da8cbd72c5aebdb6e61f8139,mainnet
108,0x01a0970bd777fd534a4d088ea39c1f2c912de6ff,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x366191016b4c850ee0a338caf857d11e0ad46b54,mainnet
109,0x01a304aef6c0850c54f5efbdfb5892fed9f62612,False,False,evm-script-registry,,0xa922f3b62df58a2c86b0280c830549e1a734411f,mainnet
110,0x01a7d5a77586df666a8f45029a7f2a4df8fc0efc,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x52a7441d6c496b178adfa9a4fd9fa7be6a845efd,mainnet
111,0x01ac43a44ebf29c767ac01e949fa7df1ca25fa3c,False,False,evm-script-registry,,0xa45d8c8d74596751eb16847f0a039bd650a9ae84,mainnet
112,0x01aef791ac07d268fd33358d90ddf4fefde6f5cd,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x47eeeaa6f5d0ea2aa24d6371bb1a53878efdb888,mainnet
113,0x01b70786eea9c175e4580b067815aa4fe08cdae6,True,True,time-lock,0x5e2bc4bbfdf21227c80a7a579e4c6d99267bd92e,0x63967c68b58fcc0aa4248c9be4d0a34a561eb0e8,mainnet
114,0x01bd91379e5181d9e4070ea9446b5935f6efed82,False,False,evm-script-registry,,0x9f0c50fcd1d93717dae453a0314e8bfaed28aa06,mainnet
115,0x01be3102f2482b4aac6298dd81cd4f29fe670b81,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0xf6b32eee531a651dca4ac81ba9aed06cca2495c0,mainnet
116,0x01c05ebda991aeb4ffd5ad031e4fc1fb96a675f3,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0x9e9637745c20150e9292624ebabfc825c5868a9d,mainnet
117,0x01d2312fe927442a05631a75b9f86954f6659e64,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0x54b7defbd415575b9a8ba1091de89bbbdebf5e76,mainnet
118,0x01d2b412184b4f0416e45622f477aa6967492821,False,True,acl,,0xf45f9c13338cb8e2613c756459d64ffae7db9890,mainnet
119,0x01d3081c3c254dc59101ae3d2d37d24948b73a1e,False,True,acl,,0xcaf29168bb3afed68a14656c2bcc2f46b3895da6,mainnet
120,0x01daeccc8307fa6bc44bbe4bade7da020e1ece62,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0xd835c54c8c457ab274655f50e58d8ed30f28bd00,mainnet
121,0x01db448bd5314e4d71285a7022daa19c4bab16f0,False,True,rewards,0x1fe9e2ca520967521f644caa87c5aed34bd6e049,0x4438655aa0c398bce60f0e9f4a55b38099f4555d,mainnet
122,0x01dd026b400d8cec1039c4c136c3638f68e15ce1,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x175f2ef85d031eda9d983280c7917f9265734db7,mainnet
123,0x01df52542c079819a7a33ece613ff05ffa8e095d,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0xebcd7e5ed491da238b7412b8b04d7a6aaeb3add4,mainnet
124,0x01e2c481c6c31dfa3f8a6a45d699c2b217e08356,False,True,acl,,0x1b7610d936dc3f08a72d457145db3ad1c2659e1a,mainnet
125,0x01e4f3be6db5280be92c26fecdae00e45927f286,True,True,time-lock,0x5e2bc4bbfdf21227c80a7a579e4c6d99267bd92e,0xa5e7160deacc0c638e3581cfd5fdd9d3a15ed336,mainnet
126,0x01e5bae592ae4128f393b2d01cc1532093496ac4,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0xbea05654e2779e863875dfc2ebba0636e9f2b999,mainnet
127,0x01e778ef62ff67d04335d6a7b15dba515b14f6b6,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0xa0eeeb03be2463e61eb6e2f0b6d557ec249726d7,mainnet
128,0x01f47687039f5053c2562b2bc0d652438235f0e3,True,True,agent,0x52ac38791ef1561b172ca89d7115f178d058e57b,0x65a8980eaec07e55dca2d24c8809e2f4f4224fd3,mainnet
129,0x01f78203c06c11240462517540725a41764c2985,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0xc9c69ac969fc2ccd457da62e30b428b29e33a62d,mainnet
130,0x01f8d12b99d2b8ec528bcab37257361272ccb29f,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x11b533ecbdd796370f264d511281cc69091c35bc,mainnet
131,0x01fb3a280c35e4eedf1f8b3a8c617c047cb93b1f,False,True,acl,,0x81ab05c3afa7a30f335591d150bb1b3679cbbece,mainnet
132,0x01fbb1c8f78d0a2a0006490a044a118fafbe2291,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0xccc818072b936a06fdf285018b661cd7a88ea7e0,mainnet
133,0x01fdf8f36e57006aa5f37d4dc558790ddb44eda0,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x777b415f3eba0e475e1b0d00bd0f92e6a603b699,mainnet
134,0x01fe2a32ff816f050fc4a3a37c47d31da5f7ec45,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0x22aa72b16ab19c57e17686b785051711c68859be,mainnet
135,0x02017d9c192818733440d04b5646fb860155ea64,False,True,kernel,,0x02017d9c192818733440d04b5646fb860155ea64,mainnet
136,0x0205e3a67be0a8fac5325f695f34ade9ffa12dca,False,True,acl,,0x289b52aafc188ef3503d1eb949c0b869ce1ba860,mainnet
137,0x020c16745c24d42970880b4c4166a0e297cfbd3b,False,False,evm-script-registry,,0x63fe79039df135eda34804b4d52c8747b5330bd5,mainnet
138,0x020d671d4f7db471423f010ab0ff65dd33750078,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0xd0f1cdd57c054372b6d46c781b0c70ab44708e9d,mainnet
139,0x020e1532c4bf65d9e5cb9651b121e192943d4f54,False,True,vault,0xe73671913a7860c0fbdc3987871c1eff732916bf,0x55d2372617e1904c3342062f8f6b2353003731fd,mainnet
140,0x020e1de404621c9f8237b3d47067be601ddd0be2,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0xff6ca8be2e3b7727d92f1d057a86e80ebfb4452a,mainnet
141,0x0210a08c6f1eb0c8832bd49543f5926e4e2edc78,False,True,address-book,0x5d47d1786d68c91c43ac21b3a9e485cac2b50644,0xa0a168545ed8246926449d7f0128d4202b07c728,mainnet
142,0x0210df200c2cc6bceb06a6ad821c92d45667ff25,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0xde5f40a85c75d4bd56fd2e3d29295ee0b82324dd,mainnet
143,0x0212b12111be74a560c36474ea62ddd75414459b,True,True,token-manager,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,0xc03f6a3bfe18b6922fbcf4cf4c9fa5979b368d84,mainnet
144,0x021423f7694411d2bea6398bd8914ed23946673d,True,True,voting,0x12ccf2830f54b865f6d97aa0bc18897baec02185,0xfbbe5f2aa69e98a25b93686c8d285eced921fcc1,mainnet
145,0x021e5147c752e3cdade85d72be3749988b43649b,False,False,evm-script-registry,,0xc9c69ac969fc2ccd457da62e30b428b29e33a62d,mainnet
146,0x02252a362b30248cbd6a4b5fade745bdbe57c779,False,False,evm-script-registry,,0xdebc47385fcc207961ca76cf7c6c5181af715d11,mainnet
147,0x02259fb3f3fe3110e3f9431b0b1892aa5dee9bb2,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x68704c750658266b24f9d76dee5339eb1c57c9be,mainnet
148,0x022b20b63ef1b67c8321c622aa3114c26cff4888,False,True,finance,0x2dab32a4befc9cd6221796ece92e98137c13647a,0x0d1f0854bdbaa1f8c50dd4115d74680154a07410,mainnet
149,0x022c72b4cb6186092f279ba892f2c49e11d768a9,False,True,kernel,,0x022c72b4cb6186092f279ba892f2c49e11d768a9,mainnet
150,0x022e83819a27aebc613c5428a096bf17318d3393,False,True,kernel,,0x022e83819a27aebc613c5428a096bf17318d3393,mainnet
151,0x022f94b82bccb4a801784b49c3c6f7b7e63e5efe,False,True,acl,,0x3cf6472ebbb5c7e34720d96106d04f8ab2b140de,mainnet
152,0x022fd42a494e0f9e00960d1becc5a1bbed4b528a,False,True,kernel,,0x022fd42a494e0f9e00960d1becc5a1bbed4b528a,mainnet
